step 0, validation loss: 10.9695
hellaswag: 274/1000 = 27.40%
step 0, loss: 10.967782, lr: 6.0000e-06, norm: 9.8172, dt: 13868.64ms, tokens_sec: 37803.84hz
step 235, loss: 5.029686, lr: 1.2000e-03, norm: 0.2945, dt: 596.01ms, tokens_sec: 879661.03hz
step 236, loss: 5.044198, lr: 1.2000e-03, norm: 0.3082, dt: 598.18ms, tokens_sec: 876465.60hz
step 237, loss: 4.995238, lr: 1.2000e-03, norm: 0.3414, dt: 598.74ms, tokens_sec: 875659.38hz
step 238, loss: 4.945853, lr: 1.2000e-03, norm: 0.2988, dt: 597.17ms, tokens_sec: 877959.09hz
step 239, loss: 4.979312, lr: 1.2000e-03, norm: 0.3391, dt: 594.20ms, tokens_sec: 882341.03hz
step 240, loss: 4.999358, lr: 1.2000e-03, norm: 0.3960, dt: 599.92ms, tokens_sec: 873934.67hz
step 241, loss: 4.960816, lr: 1.2000e-03, norm: 0.3624, dt: 595.73ms, tokens_sec: 880076.80hz
step 242, loss: 4.983838, lr: 1.2000e-03, norm: 0.3643, dt: 596.41ms, tokens_sec: 879067.09hz
step 243, loss: 4.954415, lr: 1.2000e-03, norm: 0.3672, dt: 598.06ms, tokens_sec: 876652.53hz
step 244, loss: 4.895829, lr: 1.2000e-03, norm: 0.3516, dt: 599.15ms, tokens_sec: 875056.91hz
step 245, loss: 4.879133, lr: 1.2000e-03, norm: 0.3566, dt: 597.09ms, tokens_sec: 878071.27hz
step 246, loss: 4.913177, lr: 1.2000e-03, norm: 0.3422, dt: 598.14ms, tokens_sec: 876533.02hz
step 247, loss: 4.930025, lr: 1.2000e-03, norm: 0.3461, dt: 595.38ms, tokens_sec: 880587.46hz
step 248, loss: 4.825900, lr: 1.2000e-03, norm: 0.4015, dt: 596.45ms, tokens_sec: 879017.55hz
step 249, loss: 4.894096, lr: 1.2000e-03, norm: 0.3691, dt: 598.42ms, tokens_sec: 876119.89hz
step 250, validation loss: 4.9040
step 250, loss: 4.898525, lr: 1.2000e-03, norm: 0.3917, dt: 1856.11ms, tokens_sec: 282465.35hz
step 251, loss: 4.904295, lr: 1.2000e-03, norm: 0.4007, dt: 603.74ms, tokens_sec: 868397.25hz
step 252, loss: 4.879526, lr: 1.2000e-03, norm: 0.3740, dt: 595.69ms, tokens_sec: 880140.56hz
step 253, loss: 4.935516, lr: 1.2000e-03, norm: 0.3812, dt: 600.50ms, tokens_sec: 873085.26hz
step 254, loss: 4.873482, lr: 1.2000e-03, norm: 0.4451, dt: 596.85ms, tokens_sec: 878418.52hz
step 255, loss: 4.791327, lr: 1.2000e-03, norm: 0.4225, dt: 599.23ms, tokens_sec: 874929.13hz
step 256, loss: 4.843280, lr: 1.2000e-03, norm: 0.3711, dt: 598.82ms, tokens_sec: 875536.31hz
step 257, loss: 4.802938, lr: 1.2000e-03, norm: 0.3348, dt: 596.08ms, tokens_sec: 879552.66hz
step 258, loss: 4.811027, lr: 1.2000e-03, norm: 0.3275, dt: 595.03ms, tokens_sec: 881118.84hz
step 259, loss: 4.762539, lr: 1.2000e-03, norm: 0.3023, dt: 597.67ms, tokens_sec: 877226.05hz
step 260, loss: 4.769299, lr: 1.2000e-03, norm: 0.3318, dt: 601.58ms, tokens_sec: 871515.02hz
step 261, loss: 4.791883, lr: 1.2000e-03, norm: 0.2847, dt: 598.80ms, tokens_sec: 875563.50hz
step 262, loss: 4.752750, lr: 1.2000e-03, norm: 0.2982, dt: 599.05ms, tokens_sec: 875204.22hz
step 263, loss: 4.735414, lr: 1.2000e-03, norm: 0.2890, dt: 597.87ms, tokens_sec: 876926.96hz
step 264, loss: 4.784214, lr: 1.2000e-03, norm: 0.3067, dt: 594.61ms, tokens_sec: 881739.94hz
step 265, loss: 4.740963, lr: 1.2000e-03, norm: 0.2461, dt: 595.02ms, tokens_sec: 881129.78hz
step 266, loss: 4.759645, lr: 1.2000e-03, norm: 0.2847, dt: 597.20ms, tokens_sec: 877916.68hz
step 267, loss: 4.654436, lr: 1.2000e-03, norm: 0.2909, dt: 597.49ms, tokens_sec: 877478.08hz
step 268, loss: 4.679830, lr: 1.2000e-03, norm: 0.3283, dt: 598.09ms, tokens_sec: 876597.31hz
step 269, loss: 4.709698, lr: 1.2000e-03, norm: 0.3662, dt: 596.94ms, tokens_sec: 878288.36hz
step 270, loss: 4.714431, lr: 1.2000e-03, norm: 0.4569, dt: 599.46ms, tokens_sec: 874601.68hz
step 271, loss: 4.706374, lr: 1.2000e-03, norm: 0.4770, dt: 596.67ms, tokens_sec: 878690.89hz
step 272, loss: 4.697242, lr: 1.2000e-03, norm: 0.4060, dt: 599.63ms, tokens_sec: 874350.96hz
step 273, loss: 4.656275, lr: 1.2000e-03, norm: 0.4820, dt: 600.26ms, tokens_sec: 873429.96hz
step 274, loss: 4.618495, lr: 1.2000e-03, norm: 0.3184, dt: 599.89ms, tokens_sec: 873979.13hz
step 275, loss: 4.728566, lr: 1.2000e-03, norm: 0.3559, dt: 597.80ms, tokens_sec: 877023.49hz
step 276, loss: 4.665845, lr: 1.2000e-03, norm: 0.2478, dt: 593.43ms, tokens_sec: 883489.59hz
step 277, loss: 4.680584, lr: 1.2000e-03, norm: 0.2981, dt: 594.10ms, tokens_sec: 882490.10hz
step 278, loss: 4.827784, lr: 1.2000e-03, norm: 0.3067, dt: 597.99ms, tokens_sec: 876747.25hz
step 279, loss: 4.812319, lr: 1.2000e-03, norm: 0.4625, dt: 594.36ms, tokens_sec: 882102.12hz
step 280, loss: 4.857221, lr: 1.2000e-03, norm: 0.5362, dt: 596.30ms, tokens_sec: 879234.05hz
step 281, loss: 4.826361, lr: 1.2000e-03, norm: 0.5092, dt: 594.64ms, tokens_sec: 881688.68hz
step 282, loss: 4.813185, lr: 1.1999e-03, norm: 0.3919, dt: 597.62ms, tokens_sec: 877293.60hz
step 283, loss: 4.793195, lr: 1.1999e-03, norm: 0.3174, dt: 597.56ms, tokens_sec: 877376.20hz
step 284, loss: 4.840887, lr: 1.1999e-03, norm: 0.3228, dt: 597.29ms, tokens_sec: 877774.05hz
step 285, loss: 4.788597, lr: 1.1999e-03, norm: 0.5565, dt: 595.60ms, tokens_sec: 880274.79hz
step 286, loss: 4.803519, lr: 1.1999e-03, norm: 0.4896, dt: 597.45ms, tokens_sec: 877542.51hz
step 287, loss: 4.806626, lr: 1.1999e-03, norm: 0.4890, dt: 598.31ms, tokens_sec: 876279.09hz
step 288, loss: 4.763590, lr: 1.1999e-03, norm: 0.3664, dt: 595.87ms, tokens_sec: 879870.10hz
step 289, loss: 4.778963, lr: 1.1999e-03, norm: 0.3796, dt: 597.43ms, tokens_sec: 877570.53hz
step 290, loss: 4.719998, lr: 1.1999e-03, norm: 0.3643, dt: 598.28ms, tokens_sec: 876327.28hz
step 291, loss: 4.707541, lr: 1.1999e-03, norm: 0.4117, dt: 597.63ms, tokens_sec: 877281.35hz
step 292, loss: 4.731941, lr: 1.1999e-03, norm: 0.3491, dt: 598.68ms, tokens_sec: 875740.28hz
step 293, loss: 4.695365, lr: 1.1999e-03, norm: 0.3782, dt: 598.58ms, tokens_sec: 875888.88hz
step 294, loss: 4.763216, lr: 1.1999e-03, norm: 0.2689, dt: 594.88ms, tokens_sec: 881331.42hz
step 295, loss: 4.714294, lr: 1.1999e-03, norm: 0.2835, dt: 594.84ms, tokens_sec: 881391.12hz
step 296, loss: 4.678786, lr: 1.1999e-03, norm: 0.2777, dt: 595.13ms, tokens_sec: 880967.40hz
step 297, loss: 4.716783, lr: 1.1999e-03, norm: 0.2742, dt: 596.10ms, tokens_sec: 879523.11hz
step 298, loss: 4.701250, lr: 1.1999e-03, norm: 0.2716, dt: 594.43ms, tokens_sec: 882003.41hz
step 299, loss: 4.635760, lr: 1.1999e-03, norm: 0.2343, dt: 595.01ms, tokens_sec: 881136.13hz
step 300, loss: 4.771032, lr: 1.1999e-03, norm: 0.2916, dt: 598.62ms, tokens_sec: 875827.48hz
step 301, loss: 4.597548, lr: 1.1999e-03, norm: 0.2632, dt: 597.83ms, tokens_sec: 876991.31hz
step 302, loss: 4.665459, lr: 1.1999e-03, norm: 0.2557, dt: 596.79ms, tokens_sec: 878513.97hz
step 303, loss: 4.614864, lr: 1.1999e-03, norm: 0.2822, dt: 599.90ms, tokens_sec: 873955.16hz
step 304, loss: 4.599819, lr: 1.1999e-03, norm: 0.3757, dt: 597.89ms, tokens_sec: 876892.69hz
step 305, loss: 4.565137, lr: 1.1999e-03, norm: 0.2700, dt: 599.29ms, tokens_sec: 874847.33hz
step 306, loss: 4.584538, lr: 1.1999e-03, norm: 0.2901, dt: 597.88ms, tokens_sec: 876916.47hz
step 307, loss: 4.580800, lr: 1.1999e-03, norm: 0.2499, dt: 597.73ms, tokens_sec: 877138.58hz
step 308, loss: 4.598126, lr: 1.1999e-03, norm: 0.2763, dt: 597.97ms, tokens_sec: 876774.51hz
step 309, loss: 4.555800, lr: 1.1999e-03, norm: 0.3043, dt: 595.84ms, tokens_sec: 879916.22hz
step 310, loss: 4.573489, lr: 1.1999e-03, norm: 0.3543, dt: 598.02ms, tokens_sec: 876713.34hz
step 311, loss: 4.579977, lr: 1.1999e-03, norm: 0.3586, dt: 597.92ms, tokens_sec: 876854.58hz
step 312, loss: 4.549877, lr: 1.1999e-03, norm: 0.3434, dt: 594.73ms, tokens_sec: 881551.18hz
step 313, loss: 4.472354, lr: 1.1999e-03, norm: 0.3015, dt: 595.80ms, tokens_sec: 879979.95hz
step 314, loss: 4.527092, lr: 1.1999e-03, norm: 0.2681, dt: 600.26ms, tokens_sec: 873428.92hz
step 315, loss: 4.485751, lr: 1.1999e-03, norm: 1.3001, dt: 598.50ms, tokens_sec: 876004.72hz
step 316, loss: 4.533293, lr: 1.1999e-03, norm: 0.2605, dt: 596.14ms, tokens_sec: 879477.03hz
step 317, loss: 4.445929, lr: 1.1999e-03, norm: 1.2243, dt: 594.45ms, tokens_sec: 881970.51hz
step 318, loss: 4.544034, lr: 1.1999e-03, norm: 0.4180, dt: 598.12ms, tokens_sec: 876557.13hz
step 319, loss: 4.497324, lr: 1.1999e-03, norm: 2.0516, dt: 593.68ms, tokens_sec: 883110.66hz
step 320, loss: 4.473131, lr: 1.1999e-03, norm: 0.6771, dt: 599.77ms, tokens_sec: 874148.67hz
step 321, loss: 4.551611, lr: 1.1999e-03, norm: 3.2079, dt: 599.70ms, tokens_sec: 874245.63hz
step 322, loss: 4.642406, lr: 1.1999e-03, norm: 4.1119, dt: 595.55ms, tokens_sec: 880348.09hz
step 323, loss: 4.637971, lr: 1.1999e-03, norm: 4.9679, dt: 599.89ms, tokens_sec: 873978.78hz
step 324, loss: 4.885866, lr: 1.1999e-03, norm: 2.7573, dt: 598.54ms, tokens_sec: 875941.56hz
step 325, loss: 4.859222, lr: 1.1999e-03, norm: 0.7218, dt: 597.62ms, tokens_sec: 877291.15hz
step 326, loss: 4.815079, lr: 1.1999e-03, norm: 1.0458, dt: 593.54ms, tokens_sec: 883324.21hz
step 327, loss: 4.792020, lr: 1.1999e-03, norm: 0.8494, dt: 594.41ms, tokens_sec: 882029.95hz
step 328, loss: 4.777722, lr: 1.1999e-03, norm: 0.6559, dt: 596.27ms, tokens_sec: 879276.58hz
step 329, loss: 4.769229, lr: 1.1999e-03, norm: 0.5448, dt: 597.05ms, tokens_sec: 878131.58hz
step 330, loss: 4.767847, lr: 1.1999e-03, norm: 0.5693, dt: 596.79ms, tokens_sec: 878519.59hz
step 331, loss: 4.736955, lr: 1.1999e-03, norm: 0.5654, dt: 597.48ms, tokens_sec: 877491.74hz
step 332, loss: 4.745197, lr: 1.1999e-03, norm: 0.4157, dt: 594.16ms, tokens_sec: 882402.64hz
step 333, loss: 4.698907, lr: 1.1999e-03, norm: 0.9958, dt: 596.84ms, tokens_sec: 878438.87hz
step 334, loss: 4.720187, lr: 1.1999e-03, norm: 0.4282, dt: 596.49ms, tokens_sec: 878958.87hz
step 335, loss: 4.714889, lr: 1.1999e-03, norm: 0.4402, dt: 596.55ms, tokens_sec: 878867.19hz
step 336, loss: 4.620378, lr: 1.1999e-03, norm: 0.3236, dt: 597.47ms, tokens_sec: 877515.90hz
step 337, loss: 4.642984, lr: 1.1999e-03, norm: 0.4695, dt: 597.50ms, tokens_sec: 877473.88hz
step 338, loss: 4.679135, lr: 1.1999e-03, norm: 0.3052, dt: 597.04ms, tokens_sec: 878142.80hz
step 339, loss: 4.603341, lr: 1.1999e-03, norm: 0.2862, dt: 595.16ms, tokens_sec: 880925.05hz
step 340, loss: 4.643714, lr: 1.1999e-03, norm: 0.2690, dt: 597.49ms, tokens_sec: 877489.64hz
step 341, loss: 4.628225, lr: 1.1999e-03, norm: 0.2999, dt: 596.02ms, tokens_sec: 879640.97hz
step 342, loss: 4.650311, lr: 1.1998e-03, norm: 0.2628, dt: 598.32ms, tokens_sec: 876260.93hz
step 343, loss: 4.558724, lr: 1.1998e-03, norm: 0.3314, dt: 593.68ms, tokens_sec: 883122.36hz
step 344, loss: 4.564837, lr: 1.1998e-03, norm: 0.3126, dt: 597.47ms, tokens_sec: 877508.20hz
step 345, loss: 4.534732, lr: 1.1998e-03, norm: 0.2830, dt: 596.20ms, tokens_sec: 879389.10hz
step 346, loss: 4.559809, lr: 1.1998e-03, norm: 0.2930, dt: 599.18ms, tokens_sec: 875007.46hz
step 347, loss: 4.531557, lr: 1.1998e-03, norm: 0.2728, dt: 597.96ms, tokens_sec: 876800.03hz
step 348, loss: 4.506788, lr: 1.1998e-03, norm: 0.2673, dt: 595.56ms, tokens_sec: 880324.48hz
step 349, loss: 4.522960, lr: 1.1998e-03, norm: 0.2914, dt: 596.89ms, tokens_sec: 878360.27hz
step 350, loss: 4.494218, lr: 1.1998e-03, norm: 0.3098, dt: 594.89ms, tokens_sec: 881312.70hz
step 351, loss: 4.513062, lr: 1.1998e-03, norm: 0.2687, dt: 596.78ms, tokens_sec: 878522.39hz
step 352, loss: 4.476751, lr: 1.1998e-03, norm: 0.2464, dt: 597.26ms, tokens_sec: 877819.60hz
step 353, loss: 4.492476, lr: 1.1998e-03, norm: 0.2902, dt: 598.41ms, tokens_sec: 876133.16hz
step 354, loss: 4.515153, lr: 1.1998e-03, norm: 0.2944, dt: 595.41ms, tokens_sec: 880544.44hz
step 355, loss: 4.470336, lr: 1.1998e-03, norm: 0.2857, dt: 596.36ms, tokens_sec: 879145.11hz
step 356, loss: 4.418174, lr: 1.1998e-03, norm: 0.2509, dt: 596.50ms, tokens_sec: 878944.82hz
step 357, loss: 4.430636, lr: 1.1998e-03, norm: 0.2393, dt: 592.82ms, tokens_sec: 884395.30hz
step 358, loss: 4.429134, lr: 1.1998e-03, norm: 0.2504, dt: 600.12ms, tokens_sec: 873636.08hz
step 359, loss: 4.357204, lr: 1.1998e-03, norm: 0.2173, dt: 599.54ms, tokens_sec: 874485.52hz
step 360, loss: 4.364860, lr: 1.1998e-03, norm: 0.2803, dt: 599.38ms, tokens_sec: 874723.79hz
step 361, loss: 4.379344, lr: 1.1998e-03, norm: 0.3090, dt: 597.89ms, tokens_sec: 876895.84hz
step 362, loss: 4.404975, lr: 1.1998e-03, norm: 0.2782, dt: 597.74ms, tokens_sec: 877122.48hz
step 363, loss: 4.357339, lr: 1.1998e-03, norm: 0.2835, dt: 598.91ms, tokens_sec: 875398.98hz
step 364, loss: 4.380045, lr: 1.1998e-03, norm: 0.2994, dt: 600.95ms, tokens_sec: 872425.06hz
step 365, loss: 4.346104, lr: 1.1998e-03, norm: 0.3156, dt: 598.83ms, tokens_sec: 875520.62hz
step 366, loss: 4.325583, lr: 1.1998e-03, norm: 0.3616, dt: 617.75ms, tokens_sec: 848711.78hz
step 367, loss: 4.352750, lr: 1.1998e-03, norm: 0.3305, dt: 592.03ms, tokens_sec: 885569.54hz
step 368, loss: 4.371281, lr: 1.1998e-03, norm: 0.2941, dt: 600.29ms, tokens_sec: 873397.70hz
step 369, loss: 4.323067, lr: 1.1998e-03, norm: 0.2984, dt: 593.11ms, tokens_sec: 883969.75hz
step 370, loss: 4.385509, lr: 1.1998e-03, norm: 0.3055, dt: 601.71ms, tokens_sec: 871324.06hz
step 371, loss: 4.503416, lr: 1.1998e-03, norm: 0.3151, dt: 594.27ms, tokens_sec: 882233.42hz
step 372, loss: 4.577827, lr: 1.1998e-03, norm: 0.3789, dt: 597.47ms, tokens_sec: 877520.10hz
step 373, loss: 4.478149, lr: 1.1998e-03, norm: 0.3056, dt: 596.73ms, tokens_sec: 878599.97hz
step 374, loss: 4.466151, lr: 1.1998e-03, norm: 0.3231, dt: 595.64ms, tokens_sec: 880206.43hz
step 375, loss: 4.484517, lr: 1.1998e-03, norm: 0.2772, dt: 593.81ms, tokens_sec: 882925.93hz
step 376, loss: 4.497231, lr: 1.1998e-03, norm: 0.2563, dt: 596.79ms, tokens_sec: 878516.78hz
step 377, loss: 4.514872, lr: 1.1998e-03, norm: 0.2661, dt: 595.86ms, tokens_sec: 879891.57hz
step 378, loss: 4.467131, lr: 1.1998e-03, norm: 0.2837, dt: 595.43ms, tokens_sec: 880518.70hz
step 379, loss: 4.453290, lr: 1.1998e-03, norm: 0.2776, dt: 598.71ms, tokens_sec: 875700.87hz
step 380, loss: 4.474031, lr: 1.1998e-03, norm: 0.2661, dt: 595.10ms, tokens_sec: 881015.05hz
step 381, loss: 4.455666, lr: 1.1998e-03, norm: 0.2656, dt: 599.57ms, tokens_sec: 874445.87hz
step 382, loss: 4.412584, lr: 1.1998e-03, norm: 0.2915, dt: 596.87ms, tokens_sec: 878395.36hz
step 383, loss: 4.474592, lr: 1.1997e-03, norm: 0.2958, dt: 594.30ms, tokens_sec: 882188.47hz
step 384, loss: 4.409053, lr: 1.1997e-03, norm: 0.2722, dt: 594.90ms, tokens_sec: 881309.88hz
step 385, loss: 4.435694, lr: 1.1997e-03, norm: 0.2553, dt: 598.58ms, tokens_sec: 875891.32hz
step 386, loss: 4.590354, lr: 1.1997e-03, norm: 0.2855, dt: 595.24ms, tokens_sec: 880805.79hz
step 387, loss: 4.402518, lr: 1.1997e-03, norm: 0.3114, dt: 598.59ms, tokens_sec: 875865.15hz
step 388, loss: 4.458432, lr: 1.1997e-03, norm: 0.3033, dt: 599.04ms, tokens_sec: 875208.75hz
step 389, loss: 4.417624, lr: 1.1997e-03, norm: 0.2545, dt: 598.01ms, tokens_sec: 876720.33hz
step 390, loss: 4.392607, lr: 1.1997e-03, norm: 0.2482, dt: 598.17ms, tokens_sec: 876487.95hz
step 391, loss: 4.346342, lr: 1.1997e-03, norm: 0.2136, dt: 597.33ms, tokens_sec: 877725.35hz
step 392, loss: 4.389868, lr: 1.1997e-03, norm: 0.2261, dt: 596.04ms, tokens_sec: 879615.64hz
step 393, loss: 4.368968, lr: 1.1997e-03, norm: 0.2333, dt: 598.76ms, tokens_sec: 875626.95hz
step 394, loss: 4.291213, lr: 1.1997e-03, norm: 0.1966, dt: 595.53ms, tokens_sec: 880378.75hz
step 395, loss: 4.294361, lr: 1.1997e-03, norm: 0.2366, dt: 599.83ms, tokens_sec: 874060.07hz
step 396, loss: 4.333019, lr: 1.1997e-03, norm: 0.2241, dt: 594.53ms, tokens_sec: 881850.26hz
step 397, loss: 4.328686, lr: 1.1997e-03, norm: 0.2486, dt: 593.11ms, tokens_sec: 883967.62hz
step 398, loss: 4.311787, lr: 1.1997e-03, norm: 0.2669, dt: 595.30ms, tokens_sec: 880708.43hz
step 399, loss: 4.343390, lr: 1.1997e-03, norm: 0.3223, dt: 596.04ms, tokens_sec: 879616.69hz
step 400, loss: 4.315438, lr: 1.1997e-03, norm: 0.3355, dt: 593.55ms, tokens_sec: 883303.99hz
step 401, loss: 4.321439, lr: 1.1997e-03, norm: 0.2481, dt: 595.21ms, tokens_sec: 880848.83hz
step 402, loss: 4.282554, lr: 1.1997e-03, norm: 0.2634, dt: 594.89ms, tokens_sec: 881320.83hz
step 403, loss: 4.321706, lr: 1.1997e-03, norm: 0.2466, dt: 596.25ms, tokens_sec: 879304.71hz
step 404, loss: 4.269286, lr: 1.1997e-03, norm: 0.2428, dt: 594.70ms, tokens_sec: 881597.13hz
step 405, loss: 4.224265, lr: 1.1997e-03, norm: 0.2208, dt: 598.16ms, tokens_sec: 876494.94hz
step 406, loss: 4.188640, lr: 1.1997e-03, norm: 0.2121, dt: 596.63ms, tokens_sec: 878751.64hz
step 407, loss: 4.200872, lr: 1.1997e-03, norm: 0.2256, dt: 599.24ms, tokens_sec: 874916.95hz
step 408, loss: 4.172722, lr: 1.1997e-03, norm: 0.2477, dt: 595.20ms, tokens_sec: 880864.00hz
step 409, loss: 4.225223, lr: 1.1997e-03, norm: 0.2828, dt: 596.70ms, tokens_sec: 878649.82hz
step 410, loss: 4.191881, lr: 1.1997e-03, norm: 0.2406, dt: 595.82ms, tokens_sec: 879942.98hz
step 411, loss: 4.215483, lr: 1.1997e-03, norm: 0.2604, dt: 597.43ms, tokens_sec: 877574.03hz
step 412, loss: 4.268946, lr: 1.1997e-03, norm: 0.4009, dt: 598.98ms, tokens_sec: 875301.07hz
step 413, loss: 4.157127, lr: 1.1997e-03, norm: 0.3219, dt: 597.81ms, tokens_sec: 877019.64hz
step 414, loss: 4.197095, lr: 1.1997e-03, norm: 0.2943, dt: 597.92ms, tokens_sec: 876857.72hz
step 415, loss: 4.221408, lr: 1.1997e-03, norm: 0.2723, dt: 597.80ms, tokens_sec: 877022.79hz
step 416, loss: 4.355848, lr: 1.1997e-03, norm: 0.2782, dt: 595.63ms, tokens_sec: 880222.99hz
step 417, loss: 4.426407, lr: 1.1996e-03, norm: 0.3640, dt: 596.64ms, tokens_sec: 878738.65hz
step 418, loss: 4.428128, lr: 1.1996e-03, norm: 0.3649, dt: 599.68ms, tokens_sec: 874272.74hz
step 419, loss: 4.413546, lr: 1.1996e-03, norm: 0.3795, dt: 597.76ms, tokens_sec: 877090.30hz
step 420, loss: 4.375009, lr: 1.1996e-03, norm: 0.3067, dt: 597.32ms, tokens_sec: 877741.12hz
step 421, loss: 4.429412, lr: 1.1996e-03, norm: 0.2881, dt: 596.19ms, tokens_sec: 879402.82hz
step 422, loss: 4.357178, lr: 1.1996e-03, norm: 0.2895, dt: 595.69ms, tokens_sec: 880131.04hz
step 423, loss: 4.446827, lr: 1.1996e-03, norm: 0.2932, dt: 596.36ms, tokens_sec: 879143.71hz
step 424, loss: 4.363520, lr: 1.1996e-03, norm: 0.3040, dt: 595.53ms, tokens_sec: 880370.65hz
step 425, loss: 4.340621, lr: 1.1996e-03, norm: 0.3398, dt: 597.00ms, tokens_sec: 878199.62hz
step 426, loss: 4.297910, lr: 1.1996e-03, norm: 0.2983, dt: 596.86ms, tokens_sec: 878415.71hz
step 427, loss: 4.332224, lr: 1.1996e-03, norm: 0.2910, dt: 598.64ms, tokens_sec: 875804.46hz
step 428, loss: 4.355828, lr: 1.1996e-03, norm: 0.2285, dt: 598.81ms, tokens_sec: 875544.33hz
step 429, loss: 4.403113, lr: 1.1996e-03, norm: 0.2859, dt: 596.39ms, tokens_sec: 879095.91hz
step 430, loss: 4.335249, lr: 1.1996e-03, norm: 0.3486, dt: 597.62ms, tokens_sec: 877299.55hz
step 431, loss: 4.394951, lr: 1.1996e-03, norm: 0.3216, dt: 597.56ms, tokens_sec: 877383.56hz
step 432, loss: 4.309645, lr: 1.1996e-03, norm: 0.2644, dt: 595.37ms, tokens_sec: 880608.62hz
step 433, loss: 4.390705, lr: 1.1996e-03, norm: 0.2243, dt: 596.21ms, tokens_sec: 879375.04hz
step 434, loss: 4.280594, lr: 1.1996e-03, norm: 0.2192, dt: 599.46ms, tokens_sec: 874606.20hz
step 435, loss: 4.310048, lr: 1.1996e-03, norm: 0.2465, dt: 598.48ms, tokens_sec: 876026.35hz
step 436, loss: 4.283954, lr: 1.1996e-03, norm: 0.2473, dt: 597.24ms, tokens_sec: 877852.19hz
step 437, loss: 4.412194, lr: 1.1996e-03, norm: 0.2358, dt: 596.16ms, tokens_sec: 879442.91hz
step 438, loss: 4.294571, lr: 1.1996e-03, norm: 0.2141, dt: 597.85ms, tokens_sec: 876962.63hz
step 439, loss: 4.282086, lr: 1.1996e-03, norm: 0.2203, dt: 595.57ms, tokens_sec: 880311.09hz
step 440, loss: 4.188971, lr: 1.1996e-03, norm: 0.2305, dt: 595.40ms, tokens_sec: 880560.31hz
step 441, loss: 4.219704, lr: 1.1996e-03, norm: 0.2455, dt: 595.16ms, tokens_sec: 880912.70hz
step 442, loss: 4.173125, lr: 1.1996e-03, norm: 0.2670, dt: 597.32ms, tokens_sec: 877737.61hz
step 443, loss: 4.206514, lr: 1.1996e-03, norm: 0.2775, dt: 597.35ms, tokens_sec: 877683.66hz
step 444, loss: 4.241593, lr: 1.1996e-03, norm: 0.2717, dt: 598.02ms, tokens_sec: 876711.94hz
step 445, loss: 4.208556, lr: 1.1996e-03, norm: 0.2591, dt: 598.09ms, tokens_sec: 876597.31hz
step 446, loss: 4.235659, lr: 1.1995e-03, norm: 0.2234, dt: 598.69ms, tokens_sec: 875720.40hz
step 447, loss: 4.268116, lr: 1.1995e-03, norm: 0.2485, dt: 595.88ms, tokens_sec: 879857.77hz
step 448, loss: 4.204168, lr: 1.1995e-03, norm: 0.2068, dt: 597.52ms, tokens_sec: 877438.52hz
step 449, loss: 4.171975, lr: 1.1995e-03, norm: 0.2004, dt: 596.95ms, tokens_sec: 878272.22hz
step 450, loss: 4.237263, lr: 1.1995e-03, norm: 0.2096, dt: 597.55ms, tokens_sec: 877403.16hz
step 451, loss: 4.192583, lr: 1.1995e-03, norm: 0.2171, dt: 594.55ms, tokens_sec: 881827.27hz
step 452, loss: 4.077347, lr: 1.1995e-03, norm: 0.2215, dt: 593.46ms, tokens_sec: 883445.58hz
step 453, loss: 4.110721, lr: 1.1995e-03, norm: 0.1987, dt: 597.70ms, tokens_sec: 877175.67hz
step 454, loss: 4.139949, lr: 1.1995e-03, norm: 0.2164, dt: 595.01ms, tokens_sec: 881144.26hz
step 455, loss: 4.061324, lr: 1.1995e-03, norm: 0.2394, dt: 599.39ms, tokens_sec: 874706.40hz
step 456, loss: 4.145029, lr: 1.1995e-03, norm: 0.2425, dt: 596.65ms, tokens_sec: 878716.53hz
step 457, loss: 4.133919, lr: 1.1995e-03, norm: 0.2314, dt: 597.44ms, tokens_sec: 877554.42hz
step 458, loss: 4.114827, lr: 1.1995e-03, norm: 0.2265, dt: 596.01ms, tokens_sec: 879656.10hz
step 459, loss: 4.122057, lr: 1.1995e-03, norm: 0.2506, dt: 595.02ms, tokens_sec: 881132.96hz
step 460, loss: 4.096076, lr: 1.1995e-03, norm: 0.2726, dt: 597.80ms, tokens_sec: 877028.03hz
step 461, loss: 4.067806, lr: 1.1995e-03, norm: 0.3194, dt: 597.30ms, tokens_sec: 877768.80hz
step 462, loss: 4.029535, lr: 1.1995e-03, norm: 0.2690, dt: 600.17ms, tokens_sec: 873564.58hz
step 463, loss: 4.151910, lr: 1.1995e-03, norm: 0.2419, dt: 597.56ms, tokens_sec: 877388.11hz
step 464, loss: 4.243593, lr: 1.1995e-03, norm: 0.2786, dt: 597.08ms, tokens_sec: 878088.10hz
step 465, loss: 4.217858, lr: 1.1995e-03, norm: 0.2564, dt: 598.66ms, tokens_sec: 875763.30hz
step 466, loss: 4.342320, lr: 1.1995e-03, norm: 0.2903, dt: 596.48ms, tokens_sec: 878962.74hz
step 467, loss: 4.224927, lr: 1.1995e-03, norm: 0.3146, dt: 595.96ms, tokens_sec: 879741.26hz
step 468, loss: 4.223032, lr: 1.1995e-03, norm: 0.2483, dt: 592.97ms, tokens_sec: 884176.96hz
step 469, loss: 4.223484, lr: 1.1995e-03, norm: 0.2060, dt: 599.67ms, tokens_sec: 874294.64hz
